A_id,A_statement,Best_B_id,Best_B_statement,cosine_similarity
A230,Butte des Morts Elementary 501 Tayco St Menasha,B233,Butte Des Morts Elementary 501 Tayco St Menasha,1.0000002
A289,Chavez Learning Station 6300 27th Ave Kenosha,B300,Chavez Learning Station 6300 27th Ave Kenosha,1.0000002
A621,Fox River Academy 1000 S Mason St Appleton,B611,Fox River Academy 1000 S Mason St Appleton,1.0000002
A747,Harborside Academy 913 57th St Kenosha,B746,Harborside Academy 913 57th St Kenosha,1.0000002
A922,Kaleidoscope Academy 318 E Brewster St Appleton,B930,Kaleidoscope Academy 318 E Brewster St Appleton,1.0000002
A1156,Marshall Early Learning Center 369 School St Marshall,B1154,Marshall Early Learning Center 369 School St Marshall,1.0000002
A1222,Milele Chikasa Anana Elementary School 6323 Woodington Way Madison,B1225,Milele Chikasa Anana Elementary School 6323 Woodington Way Madison,1.0000002
A1333,New Visions Charter School 220 E South St Lake Geneva,B1331,New Visions Charter School 220 E South St Lake Geneva,1.0000002
A1336,Niagara Elementary 700 Jefferson Ave Niagara,B1338,Niagara Elementary 700 Jefferson Ave Niagara,1.0000002
A1741,School of Technology and Arts I 1111 7th St S La Crosse,B1745,School Of Technology And Arts I 1111 7th St S La Crosse,1.0000002
A2,4K Center for Literacy 614 E Kimberly Ave Kimberly,B2,4k Center For Literacy 614 E Kimberly Ave Kimberly,1.0000001
A31,Algoma Venture Academy 1715 Division St Algoma,B28,Algoma Venture Academy 1715 Division St Algoma,1.0000001
A61,Appleton Technical Academy 610 N Badger Ave Appleton,B58,Appleton Technical Academy 610 N Badger Ave Appleton,1.0000001
A173,Bluff View Elementary 1901 E Wells St Prairie du Chien,B179,Bluff View Elementary 1901 E Wells St Prairie Du Chien,1.0000001
A175,Bobcat Virtual Academy 300 S Wilson St Birchwood,B181,Bobcat Virtual Academy 300 S Wilson St Birchwood,1.0000001
A213,Brown Street Academy 2029 N 20th St Milwaukee,B216,Brown Street Academy 2029 N 20th St Milwaukee,1.0000001
A251,Capital High 3802 Regent St Madison,B254,Capital High 3802 Regent St Madison,1.0000001
A281,Central Oaks Academy 311 Lincoln Street Wisconsin Rapids,B293,Central Oaks Academy 311 Lincoln Street Wisconsin Rapids,1.0000001
A360,Coulee Montessori Charter School 1611 Kane St La Crosse,B391,Coulee Montessori Charter School 1611 Kane St La Crosse,1.0000001
A366,Craig Montessori School 7667 W Congress St Milwaukee,B396,Craig Montessori School 7667 W Congress St Milwaukee,1.0000001
A564,Escuela Verde 3628 W Pierce St Milwaukee,B557,Escuela Verde 3628 W Pierce St Milwaukee,1.0000001
A624,Fox West Academy 220 Warner St Hortonville,B614,Fox West Academy 220 Warner St Hortonville,1.0000001
A741,Hamilton Elementary School 1111 7th St S La Crosse,B741,Hamilton Elementary School 1111 7th St S La Crosse,1.0000001
A788,Hillcrest School 4616 24th St Kenosha,B786,Hillcrest School 4616 24th St Kenosha,1.0000001
A804,Honor Intermediate N3501 County Road P Rubicon,B808,Honor Intermediate N3501 County Road P Rubicon,1.0000001
A905,John Dewey Academy of Learning 701 Cherry Street Green Bay,B909,John Dewey Academy Of Learning 701 Cherry Street Green Bay,1.0000001
A1139,Maplewood Middle 1600 Midway Rd Menasha,B1134,Maplewood Middle 1600 Midway Rd Menasha,1.0000001
A1230,Milwaukee Academy of Science 2000 W Kilbourn Ave Milwaukee,B1234,Milwaukee Academy Of Science 2000 W Kilbourn Ave Milwaukee,1.0000001
A1335,N-Gage Academy 1801 S Main St Necedah,B1293,N-Gage Academy 1801 S Main St Necedah,1.0000001
A1396,N-Vision Learning Center 1801 S Main St Necedah,B1294,N-Vision Learning Center 1801 S Main St Necedah,1.0000001
A1401,Oakdale Elementary 217 S Oakwood St Tomah,B1399,Oakdale Elementary 217 S Oakwood St Tomah,1.0000001
A1588,Randolph Middle School 110 Meadowood Dr Randolph,B1595,Randolph Middle School 110 Meadowood Dr Randolph,1.0000001
A1688,Ronald C Dunlap Elementary School 1000 N Mason St Appleton,B1697,Ronald C Dunlap Elementary School 1000 N Mason St Appleton,1.0000001
A1743,Schulte School 8515 Westminster Dr Sturtevant,B1747,Schulte School 8515 Westminster Dr Sturtevant,1.0000001
A1791,Siren Elementary 24022 4th Ave Siren,B1798,Siren Elementary 24022 4th Ave Siren,1.0000001
A1820,Southside Elementary School 501 E Badger Rd Madison,B1826,Southside Elementary School 501 E Badger Rd Madison,1.0000001
A2210,Woodland School N9085 N Coop Rd Appleton,B2274,Woodland School N9085 N Coop Rd Appleton,1.0000001
A132,Belleville Elementary 101 S Grant St Belleville,B137,Belleville Elementary 101 S Grant St Belleville,1
A227,Burlington Alternative School 100 N Kane St Burlington,B229,Burlington Alternative School 100 N Kane St Burlington,1
A252,Career and College Academy 400 County Road H Elkhorn,B257,Career And College Academy 400 County Road H Elkhorn,1
A308,Classical School 3310 N Durkee St Appleton,B328,Classical School 3310 N Durkee St Appleton,1
A325,Clovis Grove Elementary 974 9th St Menasha,B344,Clovis Grove Elementary 974 9th St Menasha,1
A353,Core Knowledge Charter School 300 Richard Street Verona,B384,Core Knowledge Charter School 300 Richard Street Verona,1
A468,Dr Virginia Henderson Elementary School 1201 Tompkins Dr Madison,B466,Dr Virginia Henderson Elementary School 1201 Tompkins Dr Madison,1
A660,Gegan Elementary 675 W Airport Rd Menasha,B653,Gegan Elementary 675 W Airport Rd Menasha,1
A668,Gifford School 8332 Northwestern Ave Racine,B661,Gifford School 8332 Northwestern Ave Racine,1
A671,Gillett Middle PO Box 227 Gillett,B664,Gillett Middle Po Box 227 Gillett,1
A713,Green Bay Head Start 1150 Bellevue Street Green Bay,B712,Green Bay Head Start 1150 Bellevue Street Green Bay,1
A753,Harvest Intermediate School 6781 North Towne Rd DeForest,B751,Harvest Intermediate School 6781 North Towne Rd Deforest,1
A1049,Lighthouse Learning Academy 4521 Lincoln Ave Two Rivers,B1042,Lighthouse Learning Academy 4521 Lincoln Ave Two Rivers,1
A1257,Mitchell School 2701 Drexel Ave Racine,B1254,Mitchell School 2701 Drexel Ave Racine,1
A1294,Nature Hill Intermediate 850 Lake Dr Oconomowoc,B1298,Nature Hill Intermediate 850 Lake Dr Oconomowoc,1
A1374,Northland Pines Middle and High School 1800 Pleasure Island Rd Eagle River,B1367,Northland Pines Middle And High School 1800 Pleasure Island Rd Eagle River,1
A1375,Northland Pines Montessori Learning Center (NPMLC) 8234 Highway 70 W Saint Germain,B1368,Northland Pines Montessori Learning Center (Npmlc) 8234 Highway 70 W Saint Germain,1
A1416,Odyssey Elementary 4704 Camp Phillips Rd Weston,B1412,Odyssey Elementary 4704 Camp Phillips Rd Weston,1
A1463,Park Community Charter School 509 Lawe St Kaukauna,B1466,Park Community Charter School 509 Lawe St Kaukauna,1
A1742,School of Technology and Arts II 1450 Avon St La Crosse,B1746,School Of Technology And Arts Ii 1450 Avon St La Crosse,1
A1762,Shapiro STEM Academy 1050 W 18th Ave Oshkosh,B1764,Shapiro Stem Academy 1050 W 18th Ave Oshkosh,1
A1788,Silver Lake Intermediate 555 Oconomowoc Pkwy Oconomowoc,B1795,Silver Lake Intermediate 555 Oconomowoc Pkwy Oconomowoc,1
A1909,The Omolade Academy 2224 N Ullman St Appleton,B2009,The Omolade Academy 2224 N Ullman St Appleton,1
A2059,Waupaca Learning Center Elementary 1515 Shoemaker Rd Waupaca,B2140,Waupaca Learning Center Elementary 1515 Shoemaker Rd Waupaca,1
A2183,Wisconsin Center for the Blind and Visually Impaired 1700 W State St Janesville,B2250,Wisconsin Center For The Blind And Visually Impaired 1700 W State St Janesville,1
A2184,Wisconsin Connect Charter School 209 Wainwright Ave Burlington,B2251,Wisconsin Connect Charter School 209 Wainwright Ave Burlington,1
A2185,Wisconsin Connections Academy 350 W Capitol Dr Appleton,B2252,Wisconsin Connections Academy 350 W Capitol Dr Appleton,1
A2195,Wisconsin School for the Deaf 309 W Walworth Ave Delavan,B2263,Wisconsin School For The Deaf 309 W Walworth Ave Delavan,1
A2206,Wonewoc-Center Virtual Academy 101 School Rd Wonewoc,B2271,Wonewoc-Center Virtual Academy 101 School Rd Wonewoc,1
A576,Ezekiel Gillespie Middle School 101 S Gammon Rd Madison,B567,Ezekiel Gillespie Middle School 101 S Gammon Rd Madison,0.99999994
A818,Horizon School 458 Lake St Pewaukee,B825,Horizon School 458 Lake St Pewaukee,0.99999994
A919,Juvenile Detention 1500 Strongs Ave Stevens Point,B928,Juvenile Detention 1500 Strongs Ave Stevens Point,0.99999994
A1529,Point of Discovery School 1900 W Zinda Dr Stevens Point,B1535,Point Of Discovery School 1900 W Zinda Dr Stevens Point,0.99999994
A1696,Roosevelt Elementary 2200 Wisconsin Ave Plover,B1702,Roosevelt Elementary 2200 Wisconsin Ave Plover,0.99999994
A1997,Viking Academy 450 N Wall St Denmark,B2090,Viking Academy 450 N Wall St Denmark,0.99999994
A2188,Wisconsin Dells Middle School 520 Race St Wisconsin Dells,B2254,Wisconsin Dells Middle School 520 Race St Wisconsin Dells,0.99999994
A111,Barneveld Middle School 304 S Jones St Barneveld,B111,Barneveld Middle School 304 S Jones St Barneveld,0.9999999
A202,Brompton School 8518 22nd Ave Kenosha,B205,Brompton School 8518 22nd Ave Kenosha,0.9999999
A619,Fox Cities Leadership Academy 5000 N Ballard Rd Appleton,B609,Fox Cities Leadership Academy 5000 N Ballard Rd Appleton,0.9999999
A757,Hawley Environmental School 5610 W Wisconsin Ave Milwaukee,B755,Hawley Environmental School 5610 W Wisconsin Ave Milwaukee,0.9999999
A855,Innovations STEM Academy 1225 N Water St Sparta,B861,Innovations Stem Academy 1225 N Water St Sparta,0.9999999
A1295,Neal Wilkins Early Learning Center 425 Broadway St Platteville,B1299,Neal Wilkins Early Learning Center 425 Broadway St Platteville,0.9999999
A1395,Nuestro Mundo 902 Nichols Rd Monona,B1394,Nuestro Mundo 902 Nichols Rd Monona,0.9999999
A1608,Renaissance School 610 N Badger Ave Appleton,B1618,Renaissance School 610 N Badger Ave Appleton,0.9999999
A1796,Solon Springs School 8993 E Baldwin Ave Solon Springs,B1803,Solon Springs School 8993 E Baldwin Ave Solon Springs,0.9999999
A2069,Wauwatosa Montessori School 12121 W North Ave Wauwatosa,B2151,Wauwatosa Montessori School 12121 W North Ave Wauwatosa,0.9999999
A598,Flex Academy 1402 Freedom Rd Little Chute,B590,Flex Academy 1402 Freedom Rd Little Chute,0.9999998
A604,Fond du Lac STEM Academy 401 S Military Rd Fond du Lac,B596,Fond Du Lac Stem Academy 401 S Military Rd Fond Du Lac,0.9999998
A1585,Randall Elementary School 1802 Regent St Madison,B1592,Randall Elementary School 1802 Regent St Madison,0.99999976
A938,Kenosha High School of Technology Enhanced Curriculum 7400 39th Avenue Kenosha,B941,Kenosha High School Of Technology Enhanced Curriculum 7400 39th Ave Kenosha,0.9985663
A2049,Waukesha STEM Academy 1103 S East Avenue Waukesha,B2134,Waukesha Stem Academy 1103 S East Ave Waukesha,0.9983275
A102,Banta Bilingual Elementary 328 Sixth St Menasha,B103,Banta Bilingual Elementary 328 6th St Menasha,0.9974636
A1174,McKinley Academy 1002 E Cedar Ave Manitowoc,B1175,Mckinley Academy 1002 E Cedar Avenue Manitowoc,0.9974514
A717,Green Tree Preparatory Academy 6850 N 53rd St Milwaukee,B716,Green Tree Preparatory Academy 6850 N 53rd Street Milwaukee,0.99733293
A933,Kennedy Elementary 3901 Randolph Rd Janesville,B936,Kennedy Elementary 3901 Randolph Road Janesville,0.99711424
A762,Hayes Bilingual School 971 W Windlake Ave Milwaukee,B759,Hayes Bilingual School 971 W Windlake Avenue Milwaukee,0.99699485
A322,Clintonville Elementary School 24 20th St Clintonville,B341,Clintonville Elementary School 24 20th Street Clintonville,0.99690974
A101,Banner Preparatory School of Milwaukee 3517A W Courtland Ave Milwaukee,B102,Banner Preparatory School Of Milwaukee 3517 W Courtland Av Milwaukee,0.99657094
A2047,Waukesha East Alternative School 1150 Whiterock Ave Waukesha,B2132,Waukesha East Alternative School 1150 White Rock Ave Waukesha,0.9965044
A511,eCampus Academy Charter School 111 Dodge Street Watertown,B500,Ecampus Academy Charter School 111 Dodge St Watertown,0.9963413
A778,Highland Community School 1706 W Highland Ave Milwaukee,B773,Highland Community School 1706 W Highland Blvd Milwaukee,0.99612075
A59,Appleton eSchool 2121 Emmers Dr Appleton,B56,Appleton Eschool 2121 E Emmers Dr Appleton,0.9959637
A139,Beloit Virtual School 1500 Fourth Street Beloit,B144,Beloit Virtual School 1500 4th St Beloit,0.99591905
A1473,Parkview Academy of Virtual Education 408 W Beloit St Orfordville,B1476,Parkview Academy Of Virtual Education 408 West Beloit Street Orfordville,0.9957394
A422,Discovery Charter School 200 Fuller St Columbus,B446,Discovery Charter School 200 Fuller Street Columbus,0.9956297
A1827,Sparta Alternative Independent Learning School 900 East Montgomery St Sparta,B1832,Sparta Alternative Independent Learning School 900 E Montgomery St Sparta,0.9955216
A1936,Tomah Area Montessori School 1720 Academy Ave Tomah,B2034,Tomah Area Montessori School 1720 Academy Avenue Tomah,0.99543095
A1584,Randall Consolidated School 37101 87th St Burlington,B1591,Randall Consolidated School 37101 87th Street Burlington,0.99541134
A1987,Vel Phillips Middle School 1401 Kentucky St Oshkosh,B2082,Vel Phillips Middle School 1401 Kentucky Street Oshkosh,0.9952831
A2046,Waukesha Academy of Health Professions 401 E Roberta Ave Waukesha,B2131,Waukesha Academy Of Health Professions 401 East Roberta Avenue Waukesha,0.9951463
A1474,Parkview Early Learning Center 259 Oak St Mayville,B1477,Parkview Early Learning Center 259 Oak Street Mayville,0.9951218
A485,Eagles' Wings Public Montessori Charter 8993 E Baldwin Ave Solon Springs,B483,Eagles Wings Public Montessori Charter 8993 E Baldwin Ave Solon Springs,0.9950805
A1530,Pope Farm Elementary 816 Schewe Rd Middleton,B1537,Pope Farm Elementary 816 Schewe Road Middleton,0.9950373
A2048,Waukesha Engineering Preparatory Academy 401 E Roberta Ave Waukesha,B2133,Waukesha Engineering Preparatory Academy 401 East Roberta Avenue Waukesha,0.9948349
A1770,Sheboygan Leadership Academy 1305 St Clair Ave Sheboygan,B1771,Sheboygan Leadership Academy 1305 St. Clair Avenue Sheboygan,0.99475664
A690,Goodland Montessori 4800 Graceland Blvd Racine,B686,Goodland Montessori 4800 Graceland Blvd. Racine,0.99447274
A494,Early Learning Program 500 S Cleveland Ave DeForest,B487,Early Learning Program 500 S Cleveland Street Deforest,0.9942968
A152,Between the Lakes Virtual Academy 416 Paine St Kiel,B155,Between The Lakes Virtual Academy 416 Paine Street Kiel,0.99398816
A2199,WISE Academy 540 Birch St Nekoosa,B2265,Wise Academy 540 Birch Street Nekoosa,0.99379075
A491,Early Learning Center 923 Minnesota Ave North Fond du Lac,B485,Early Learning Center 923 Minnesota Avenue Fond Du Lac,0.9937344
A466,Dr Howard Fuller Collegiate Academy 4030 N 29th St Milwaukee,B467,Dr. Howard Fuller Collegiate Academy 4030 N 29th St Milwaukee,0.99349356
A1526,Plum City Middle School 907 Main St Plum City,B1532,Plum City Middle School 907 Main Street Plum City,0.9929806
A1912,Theodore Robinson Intermediate School 420 S 4th Street Evansville,B2011,Theodore Robinson Intermediate School 420 S 4th St Evansville,0.9928503
A978,La Causa Charter School 1643 S 2nd St Milwaukee,B977,La Causa Charter School 1643 South 2nd Street Milwaukee,0.9927242
A1675,Rock River Charter School 31 W Milwaukee St Janesville,B1687,Rock River Charter School 31 West Milwaukee Street Janesville,0.9925226
A1390,Northwoods Community Elementary 9086 County Road K Harshaw,B1386,Northwoods Community Elementary School 9086 County Road K Harshaw,0.99246347
A846,IDEAL 1420 W Goldcrest Ave Milwaukee,B851,Ideal 1420 W Goldcrest Avenue Milwaukee,0.9921092
A1586,Randolph Elementary 110 Meadowood Dr Randolph,B1593,Randolph Elementary 110 Meadowood Drive Randolph,0.9920161
A903,Jerstad-Agerholm School 3535 La Salle St Racine,B907,Jerstad-Agerholm School 3601 La Salle St Racine,0.9917094
A237,Cadott Junior High 426 Myrtle St Cadott,B240,Cadott Junior High 426 Myrtle Street Cadott,0.99158317
A257,Carollton Elementary 8965 S Carollton Dr Oak Creek,B266,Carollton Elementary School 8965 S Carollton Dr Oak Creek,0.9914346
A258,Carson Academy 4920 W Capitol Dr Milwaukee,B267,Carson Academy 4920 West Capitol Drive Milwaukee,0.9912783
A1855,Stetsonville Elementary W5338 County Road A Stetsonville,B1958,Stetsonville Elementary School W5338 County Road A Stetsonville,0.9910576
A2124,Westside Elementary 1007 W Pine St River Falls,B2193,Westside Elementary School 1007 W Pine St River Falls,0.9910408
A1067,Lincoln Jr/Sr High School 124 S School St Alma Center,B1058,Lincoln Jr-Sr High School 124 S School St Alma Center,0.99097586
A1566,Preschool 4 Janesville 527 S Franklin St Janesville,B1573,Preschool 4 Janesville 527 S. Franklin St. Janesville,0.99091583
A725,Greenville Elementary W6822 Greenridge Dr Greenville,B724,Greenville Elementary School W6822 Greenridge Dr Greenville,0.99087226
A127,BDUSD4Kids 400 E Burnett St Beaver Dam,B128,Bdusd4kids 400 E Burnett Street Beaver Dam,0.9907643
A785,Hillcrest Elementary 4193 Hillcrest Rd Oneida,B782,Hillcrest Elementary School 4193 Hillcrest Rd Oneida,0.9907314
A1556,Prairie View Elementary 2131 Townline Rd East Troy,B1566,Prairie View Elementary School 2131 Townline Rd East Troy,0.9907075
A1190,Medford Elementary 1065 W Broadway Ave Medford,B1193,Medford Elementary School 1065 W Broadway Ave Medford,0.99050355
A377,Cuba City High 101 N School St Cuba City,B407,Cuba City High School 101 N School St Cuba City,0.9904692
A158,Birchwood Public Montessori 300 S Wilson St Birchwood,B161,Birchwood Public Montessori 300 S. Wilson Street Birchwood,0.99044245
A2165,Wilson Elementary 465 Rockport Rd Janesville,B2233,Wilson Elementary School 465 Rockport Rd Janesville,0.99043494
A1342,Norris Academy W247S10395 Center Dr Mukwonago,B1344,Norris Academy W247s10395 Center Rd Mukwonago,0.99014676
A610,Forest Park Elementary 6810 45th Ave Kenosha,B602,Forest Park Elementary School 6810 45th Ave Kenosha,0.989936
A1888,Sunnyside Elementary 720 County Road C Sobieski,B1990,Sunnyside Elementary School 720 County Road C Sobieski,0.9899012
A270,Cedar Hills Elementary 2225 W Sycamore Ave Oak Creek,B283,Cedar Hills Elementary School 2225 W Sycamore Ave Oak Creek,0.9898844
A2122,Westside Academy 1945 N 31st St Milwaukee,B2190,Westside Academy I 1945 N 31st St Milwaukee,0.9898207
A372,Crestwood Elementary 5930 Old Sauk Rd Madison,B402,Crestwood Elementary School 5930 Old Sauk Rd Madison,0.9896053
A1634,River Crest Elementary 535 County Road F Hudson,B1648,River Crest Elementary School 535 County Road F Hudson,0.98953724
A56,Appleton Bilingual School 912 N Oneida St Appleton,B54,Appleton Bilingual School 2224 N Ullman St Appleton,0.9894929
A1756,Sevastopol Pre-School 4550 Highway 57 Sturgeon Bay,B1758,Sevastopol Pre-School 4550 State Highway 57 Sturgeon Bay,0.9894844
A1016,Lakeside Elementary 4991 S US Highway 45 Oshkosh,B1013,Lakeside Elementary School 4991 S Us Highway 45 Oshkosh,0.9891555
A1277,Mound View Elementary 455 University St Elk Mound,B1277,Mound View Elementary School 455 University St Elk Mound,0.98914856
A254,Carmen High School of Science and Technology South Campus 1712 S 32nd St Milwaukee,B262,Carmen High School Of Science And Technology- South Campus 1712 S 32nd St Milwaukee,0.9889848
A1242,Milwaukee Math and Science Academy 2703 N Sherman Blvd Milwaukee,B1241,Milwaukee Math And Science Academy 2703 N. Sherman Blvd. Milwaukee,0.9888918
A1826,Southwood Glen Elementary 9090 S 35th St Franklin,B1831,Southwood Glen Elementary School 9090 S 35th St Franklin,0.98887503
A2101,West Middleton Elementary 7627 W Mineral Point Rd Verona,B2175,West Middleton Elementary School 7627 W Mineral Point Road Verona,0.98887146
A1186,Meadowbrook Elementary 720 Hillcrest Hts Green Bay,B1190,Meadowbrook Elementary School 720 Hillcrest Hts Green Bay,0.98868144
A994,Lake Bluff Elementary 1600 E Lake Bluff Blvd Shorewood,B996,Lake Bluff Elementary School 1600 E Lake Bluff Blvd Shorewood,0.9886791
A1652,Riverdale Junior High 235 E Elm St Muscoda,B1664,Riverdale Junior High 235 East Elm Street Muscoda,0.9886091
A2189,Wisconsin Heights Elementary 10173 US Hwy 14 Mazomanie,B2255,Wisconsin Heights Elementary School 10173 Us Highway 14 Mazomanie,0.98857456
A364,County Line Elementary W159N9939 Butternut Rd Germantown,B394,County Line Elementary School W159n9939 Butternut Rd Germantown,0.9884525
A1292,Nasonville Elementary 11044 US Highway 10 Marshfield,B1295,Nasonville Elementary School 11044 Us Highway 10 Marshfield,0.98841035
A228,Burlington High School 400 McCanna Pkwy Burlington,B231,Burlington Sr High School 400 Mccanna Pkwy Burlington,0.9883728
A1178,McKinley Elementary 5520 32nd Ave Kenosha,B1178,Mckinley Elementary School 5520 32nd Ave Kenosha,0.9883547
A456,Dodgeville High 912 W Chapel St Dodgeville,B455,Dodgeville High School 912 W Chapel St Dodgeville,0.9883356
A81,Atwater Elementary 2100 E Capitol Dr Shorewood,B83,Atwater Elementary School 2100 E Capitol Dr Shorewood,0.98830473
A2208,Woodland Elementary 808 E Woodland Ave Barron,B2273,Woodland Elementary School 808 E Woodland Ave Barron,0.988277
A1187,Meadowbrook Elementary 3130 Rolling Ridge Dr Waukesha,B1191,Meadowbrook Elementary School 3130 Rolling Ridge Dr Waukesha,0.9882159
A786,Hillcrest Elementary 2200 Davidson Rd Waukesha,B783,Hillcrest Elementary School 2200 Davidson Rd Waukesha,0.9881766
A792,Hilltop Elementary 202 Cameron Rd Rice Lake,B789,Hilltop Elementary School 202 Cameron Rd Rice Lake,0.988147
A1169,Mayville Elementary 445 N Henninger St Mayville,B1169,Mayville Elementary School 445 N Henninger St Mayville,0.98811245
A1058,Lincoln Elementary 1621 S Felker Ave Marshfield,B1046,Lincoln Elementary School 1621 S Felker Ave Marshfield,0.9880918
A1956,Tri-County Elementary 409 S West St Plainfield,B2053,Tri-County Elementary School 409 S West St Plainfield,0.98807055
A893,Jefferson Elementary 244 W 11th Ave Oshkosh,B900,Jefferson Elementary School 244 W 11th Ave Oshkosh,0.9880653
A1812,South Shore Jr/Sr High 9135 School Rd Port Wing,B1819,South Shore Jr-Sr High School 9135 School Rd Port Wing,0.98801064
A2139,Whitehall Memorial Elementary 19121 Hobson St Whitehall,B2206,Whitehall Memorial Elementary School 19121 Hobson St Whitehall,0.9879289
A1189,Meadowview Elementary 10420 S McGraw Dr Oak Creek,B1192,Meadowview Elementary School 10420 S Mcgraw Dr Oak Creek,0.98790723
A344,Consolidated Elementary 4838 N County Road F Janesville,B365,Consolidated Elementary School 4838 N County Road F Janesville,0.987885
A1150,Marion High 105 School St Marion,B1147,Marion High School 105 School St Marion,0.9878695
A562,Enrich Excel Achieve Learning Academy 2607 N 18th St Wausau,B555,Enrich Excel Achieve Learning Academy 2607 North 18th Street Wausau,0.9878501
A587,Farmington Elementary 8736 Boltonville Rd Kewaskum,B579,Farmington Elementary School 8736 Boltonville Road Kewaskum,0.98783934
A1023,Lakewood Elementary 1218 Wilmot Ave Twin Lakes,B1019,Lakewood Elementary School 1218 Wilmot Avenue Twin Lakes,0.9878168
A1691,Roosevelt Elementary 3010 8th St Eau Claire,B1707,Roosevelt Elementary School 3010 8th St Eau Claire,0.9877815
A1345,North Crawford Elementary 47050 County Road X Soldiers Grove,B1345,North Crawford Elementary School 47050 County Road X Soldiers Grove,0.98772675
A521,Edgewood Elementary 8545 S Shepard Ave Oak Creek,B510,Edgewood Elementary School 8545 S Shepard Ave Oak Creek,0.9876445
A889,Jefferson Elementary 1831 Mount Zion Ave Janesville,B898,Jefferson Elementary School 1831 Mount Zion Ave Janesville,0.9876319
A867,Ithaca Elementary 24615 State Hwy 58 Richland Center,B870,Ithaca Elementary School 24615 State Hwy 58 Richland Center,0.9875617
A1681,Rockfield Elementary N132W18473 Rockfield Rd Germantown,B1691,Rockfield Elementary School N132w18473 Rockfield Rd Germantown,0.9875311
A1199,Mendota Elementary 4002 School Rd Madison,B1200,Mendota Elementary School 4002 School Rd Madison,0.9874557
A455,Dodgeville Elementary 404 N Johnson St Dodgeville,B454,Dodgeville Elementary School 404 N Johnson St Dodgeville,0.9874284
A1991,Vernon Elementary 8518 22nd Ave Kenosha,B2084,Vernon Elementary School 8518 22nd Ave Kenosha,0.9873263
A463,Downsville Elementary N2681 460th St Downsville,B462,Downsville Elementary School N2681 460th Street Downsville,0.987299
A2214,Woods Elementary N2575 Snake Rd Lake Geneva,B2277,Woods Elementary School N2575 Snake Road Lake Geneva,0.98725945
A1207,Mercer School 2690W Margaret St Mercer,B1211,Mercer School 2690 West Margaret Street Mercer,0.9872416
A1484,Parkway Elementary 5910 N Milwaukee River Pkwy Glendale,B1487,Parkway Elementary School 5910 N Milwaukee River Pkwy Glendale,0.98722434
A1933,Todd Elementary 1621 Oakwood Ave Beloit,B2031,Todd Elementary School 1621 Oakwood Ave Beloit,0.98718846
A1650,Riverdale Elementary 800 N 6th St Muscoda,B1662,Riverdale Elementary School 800 N 6th St Muscoda,0.9871868
A1177,McKinley Elementary 1125 E Taft Ave Appleton,B1180,Mckinley Elementary School 1125 E Taft Ave Appleton,0.98717177
A1524,Plum City Elementary 621 Main St Plum City,B1530,Plum City Elementary School 621 Main St Plum City,0.9871144
A68,Argyle Elementary 14665 State Road 78 Argyle,B66,Argyle Elementary School 14665 State Road 78 Argyle,0.9870934
A1254,Mitchell Elementary 5950 S Illinois Ave Cudahy,B1252,Mitchell Elementary School 5950 S Illinois Ave Cudahy,0.9870405
A1694,Roosevelt Elementary 910 N Sawyer St Oshkosh,B1708,Roosevelt Elementary School 910 N Sawyer St Oshkosh,0.9870368
A1014,Lakeshore Elementary 711 Lake St Eau Claire,B1011,Lakeshore Elementary School 711 Lake St Eau Claire,0.98696953
A1482,Parkview Junior High 408 W Beloit St Orfordville,B1485,Parkview Junior High School 408 W Beloit St Orfordville,0.9869268
A2020,Washington Elementary 811 N Pine St Janesville,B2119,Washington Elementary School 811 N Pine St Janesville,0.98688304
A1515,Pineview Elementary 1121 8th St Reedsburg,B1517,Pineview Elementary School 1121 8th St Reedsburg,0.9867518
A1692,Roosevelt Elementary 316 S Ringold St Janesville,B1706,Roosevelt Elementary School 316 S Ringold St Janesville,0.986732
A1475,Parkview Elementary W72N853 Harrison Ave Cedarburg,B1479,Parkview Elementary School W72n853 Harrison Ave Cedarburg,0.98673093
A1144,Marengo Valley Elementary 62408 State Hwy 112 Ashland,B1141,Marengo Valley Elementary Sch 62408 State Hwy 112 Ashland,0.98672
A226,Burleigh Elementary 16185 Burleigh Pl Brookfield,B228,Burleigh Elementary School 16185 Burleigh Pl Brookfield,0.9866611
A1161,Marshall Middle 401 School St Marshall,B1158,Marshall Middle  School 401 School St Marshall,0.98665375
A345,Converse Elementary 1602 Townline Ave Beloit,B366,Converse Elementary School 1602 Townline Ave Beloit,0.9866354
A2123,Westside Elementary 746 W 3rd St Kimberly,B2194,Westside Elementary School 746 W 3rd St Kimberly,0.9865792
A1693,Roosevelt Elementary 3322 Roosevelt Rd Kenosha,B1705,Roosevelt Elementary School 3322 Roosevelt Rd Kenosha,0.986557
A1318,New Holstein Elementary 2226 Park Ave New Holstein,B1322,New Holstein Elementary School 2226 Park Ave New Holstein,0.98651356
A247,Campbellsport Elementary 751 Grandview Ave Campbellsport,B250,Campbellsport Elementary School 751 Grandview Avenue Campbellsport,0.9865116
A250,Canterbury Elementary 7000 Enfield Ave Greendale,B253,Canterbury Elementary School 7000 Enfield Ave Greendale,0.9864247
A577,Fair Park Elementary 519 N Indiana Ave West Bend,B569,Fair Park Elementary School 519 North Indiana Avenue West Bend,0.9863982
